[1/3/2020, Bangladesh, 0]
[7/31/2020, Russian Federation, 13963]
[8/1/2020, Russian Federation, 14058]
[8/2/2020, Russian Federation, 14128]
[8/3/2020, Russian Federation, 14207]
[8/4/2020, Russian Federation, 14351]
[8/5/2020, Russian Federation, 14490]
[8/6/2020, Russian Federation, 14606]
[8/7/2020, Russian Federation, 14725]
[8/8/2020, Russian Federation, 14854]
[8/9/2020, Russian Federation, 14931]
[8/10/2020, Russian Federation, 15001]
[8/11/2020, Russian Federation, 15131]
[8/12/2020, Russian Federation, 15260]
[8/13/2020, Russian Federation, 15384]
[8/14/2020, Russian Federation, 15498]
[8/15/2020, Russian Federation, 15617]
[8/16/2020, Russian Federation, 15685]
[8/17/2020, Russian Federation, 15740]
[8/18/2020, Russian Federation, 15872]
[8/19/2020, Russian Federation, 15989]
[8/20/2020, Russian Federation, 16099]
[8/21/2020, Russian Federation, 16189]
[8/22/2020, Russian Federation, 16310]
[8/23/2020, Russian Federation, 16383]
[8/24/2020, Russian Federation, 16448]
[8/25/2020, Russian Federation, 16568]
[8/26/2020, Russian Federation, 16683]
[8/27/2020, Russian Federation, 16804]
[8/28/2020, Russian Federation, 16914]
[8/29/2020, Russian Federation, 17025]
[8/30/2020, Russian Federation, 17093]
[8/31/2020, Russian Federation, 17176]
[9/1/2020, Russian Federation, 17299]
[9/2/2020, Russian Federation, 17414]
[9/3/2020, Russian Federation, 17528]
[9/4/2020, Russian Federation, 17649]
[9/5/2020, Russian Federation, 17759]
[9/6/2020, Russian Federation, 17820]
[9/7/2020, Russian Federation, 17871]
[9/8/2020, Russian Federation, 17993]
[9/9/2020, Russian Federation, 18135]
[9/10/2020, Russian Federation, 18263]
[9/11/2020, Russian Federation, 18365]
[9/12/2020, Russian Federation, 18484]
[9/13/2020, Russian Federation, 18578]
[9/14/2020, Russian Federation, 18635]
[9/15/2020, Russian Federation, 18785]
[9/16/2020, Russian Federation, 18917]
[9/17/2020, Russian Federation, 19061]
[9/18/2020, Russian Federation, 19195]
[9/19/2020, Russian Federation, 19339]
[9/20/2020, Russian Federation, 19418]
[9/21/2020, Russian Federation, 19489]
[9/22/2020, Russian Federation, 19649]
[9/23/2020, Russian Federation, 19799]
[9/24/2020, Russian Federation, 19948]
[9/25/2020, Russian Federation, 20056]
[9/26/2020, Russian Federation, 20225]
[9/27/2020, Russian Federation, 20324]
[9/28/2020, Russian Federation, 20385]
[9/29/2020, Russian Federation, 20545]
[9/30/2020, Russian Federation, 20722]
[10/1/2020, Russian Federation, 20891]
[10/2/2020, Russian Federation, 21077]
[10/3/2020, Russian Federation, 21251]
[10/4/2020, Russian Federation, 21358]
[10/5/2020, Russian Federation, 21475]
[10/6/2020, Russian Federation, 21663]
[10/7/2020, Russian Federation, 21865]
[10/8/2020, Russian Federation, 22056]
[10/9/2020, Russian Federation, 22257]
[10/10/2020, Russian Federation, 22454]
[10/11/2020, Russian Federation, 22597]
[10/12/2020, Russian Federation, 22722]
[10/13/2020, Russian Federation, 22966]
[10/14/2020, Russian Federation, 23205]
[10/15/2020, Russian Federation, 23491]
[10/16/2020, Russian Federation, 23723]
[10/17/2020, Russian Federation, 24002]
[10/18/2020, Russian Federation, 24187]
[10/19/2020, Russian Federation, 24366]
[10/20/2020, Russian Federation, 24635]
[10/21/2020, Russian Federation, 24952]
[10/22/2020, Russian Federation, 25242]
[10/23/2020, Russian Federation, 25525]
[10/24/2020, Russian Federation, 25821]
[10/25/2020, Russian Federation, 26050]
[10/26/2020, Russian Federation, 26269]
[10/27/2020, Russian Federation, 26589]
[10/28/2020, Russian Federation, 26935]
[10/29/2020, Russian Federation, 27301]
[10/30/2020, Russian Federation, 27656]
[10/31/2020, Russian Federation, 27990]
[11/1/2020, Russian Federation, 28235]
[11/2/2020, Russian Federation, 28473]
[11/3/2020, Russian Federation, 28828]
[11/4/2020, Russian Federation, 29217]
[11/5/2020, Russian Federation, 29509]
[11/6/2020, Russian Federation, 29887]
[11/7/2020, Russian Federation, 30251]
[11/8/2020, Russian Federation, 30537]
[11/9/2020, Russian Federation, 30793]
[11/10/2020, Russian Federation, 31161]
[11/11/2020, Russian Federation, 31593]
[11/12/2020, Russian Federation, 32032]
[11/13/2020, Russian Federation, 32443]
[11/14/2020, Russian Federation, 32834]
[11/15/2020, Russian Federation, 33186]
[11/16/2020, Russian Federation, 33489]
[11/17/2020, Russian Federation, 33931]
[11/18/2020, Russian Federation, 34387]
[11/19/2020, Russian Federation, 34850]
[11/20/2020, Russian Federation, 35311]
[11/21/2020, Russian Federation, 35778]
[11/22/2020, Russian Federation, 36179]
[11/23/2020, Russian Federation, 36540]
[11/24/2020, Russian Federation, 37031]
[11/25/2020, Russian Federation, 37538]
[11/26/2020, Russian Federation, 38062]
[11/27/2020, Russian Federation, 38558]
[11/28/2020, Russian Federation, 39068]
[11/29/2020, Russian Federation, 39527]
[11/30/2020, Russian Federation, 39895]
[12/1/2020, Russian Federation, 40464]
[12/2/2020, Russian Federation, 41053]
[12/3/2020, Russian Federation, 41607]
[12/4/2020, Russian Federation, 42176]
[12/5/2020, Russian Federation, 42684]
[12/6/2020, Russian Federation, 43141]
[12/7/2020, Russian Federation, 43597]
[12/8/2020, Russian Federation, 44159]
[12/9/2020, Russian Federation, 44718]
[12/10/2020, Russian Federation, 45280]
[12/11/2020, Russian Federation, 45893]
[12/12/2020, Russian Federation, 46453]
[12/13/2020, Russian Federation, 46941]
[12/14/2020, Russian Federation, 47391]
[12/15/2020, Russian Federation, 47968]
[12/16/2020, Russian Federation, 48564]
[12/17/2020, Russian Federation, 49151]
[12/18/2020, Russian Federation, 49762]
[12/19/2020, Russian Federation, 50347]
[12/20/2020, Russian Federation, 50858]
[12/21/2020, Russian Federation, 51351]
[12/22/2020, Russian Federation, 51912]
[12/23/2020, Russian Federation, 52461]
[12/24/2020, Russian Federation, 53096]
[12/25/2020, Russian Federation, 53659]
[12/26/2020, Russian Federation, 54226]
[12/27/2020, Russian Federation, 54778]
[12/28/2020, Russian Federation, 55265]
[12/29/2020, Russian Federation, 55827]
[12/30/2020, Russian Federation, 56426]
[12/31/2020, Russian Federation, 57019]
[1/1/2021, Russian Federation, 57555]
[1/2/2021, Russian Federation, 58002]
[1/3/2021, Russian Federation, 58506]
[1/4/2021, Russian Federation, 58988]
[1/5/2021, Russian Federation, 59506]
[1/6/2021, Russian Federation, 59951]
[1/7/2021, Russian Federation, 60457]
[1/8/2021, Russian Federation, 60911]
[1/9/2021, Russian Federation, 61381]
[1/10/2021, Russian Federation, 61837]
[1/11/2021, Russian Federation, 62273]
[1/12/2021, Russian Federation, 62804]
[1/13/2021, Russian Federation, 63370]
[1/14/2021, Russian Federation, 63940]
[1/15/2021, Russian Federation, 64495]
[1/16/2021, Russian Federation, 65085]
[1/17/2021, Russian Federation, 65566]
[1/18/2021, Russian Federation, 66037]
[1/19/2021, Russian Federation, 66623]
[1/20/2021, Russian Federation, 67220]
[1/21/2021, Russian Federation, 67832]
[1/22/2021, Russian Federation, 68412]
[1/23/2021, Russian Federation, 68971]
[1/24/2021, Russian Federation, 69462]
[1/25/2021, Russian Federation, 69918]
[1/26/2021, Russian Federation, 70482]
[1/27/2021, Russian Federation, 71076]
[1/28/2021, Russian Federation, 71651]
[1/29/2021, Russian Federation, 72185]
[1/30/2021, Russian Federation, 72697]
[1/31/2021, Russian Federation, 73182]
[2/1/2021, Russian Federation, 73619]
[2/2/2021, Russian Federation, 74158]
[2/3/2021, Russian Federation, 74684]
[2/4/2021, Russian Federation, 75205]
[2/5/2021, Russian Federation, 75732]
[2/6/2021, Russian Federation, 76229]
[2/7/2021, Russian Federation, 76661]
[2/8/2021, Russian Federation, 77068]
[2/9/2021, Russian Federation, 77598]
[2/10/2021, Russian Federation, 78134]
[2/11/2021, Russian Federation, 78687]
[2/12/2021, Russian Federation, 79194]
[2/13/2021, Russian Federation, 79696]
[2/14/2021, Russian Federation, 80126]
[2/15/2021, Russian Federation, 80520]
[2/16/2021, Russian Federation, 80979]
[2/17/2021, Russian Federation, 81446]
[2/18/2021, Russian Federation, 81926]
[2/19/2021, Russian Federation, 82396]
[2/20/2021, Russian Federation, 82876]
[2/21/2021, Russian Federation, 83293]
[2/22/2021, Russian Federation, 83630]
[2/23/2021, Russian Federation, 84047]
[2/24/2021, Russian Federation, 84430]
[2/25/2021, Russian Federation, 84876]
[2/26/2021, Russian Federation, 85304]
[2/27/2021, Russian Federation, 85743]
[2/28/2021, Russian Federation, 86122]
[3/1/2021, Russian Federation, 86455]
[3/2/2021, Russian Federation, 86896]
[3/3/2021, Russian Federation, 87348]
[3/4/2021, Russian Federation, 87823]
[3/5/2021, Russian Federation, 88285]
[3/6/2021, Russian Federation, 88726]
[3/7/2021, Russian Federation, 89100]
[3/8/2021, Russian Federation, 89473]
[3/9/2021, Russian Federation, 89809]
[3/10/2021, Russian Federation, 90275]
[3/11/2021, Russian Federation, 90734]
[3/12/2021, Russian Federation, 91220]
[3/13/2021, Russian Federation, 91695]
[3/14/2021, Russian Federation, 92090]
[3/15/2021, Russian Federation, 92494]
[3/16/2021, Russian Federation, 92937]
[3/17/2021, Russian Federation, 93364]
[3/18/2021, Russian Federation, 93824]
[3/19/2021, Russian Federation, 94267]
[3/20/2021, Russian Federation, 94659]
[3/21/2021, Russian Federation, 95030]
[3/22/2021, Russian Federation, 95391]
[3/23/2021, Russian Federation, 95818]
[3/24/2021, Russian Federation, 96219]
[3/25/2021, Russian Federation, 96612]
[3/26/2021, Russian Federation, 97017]
[3/27/2021, Russian Federation, 97404]
[3/28/2021, Russian Federation, 97740]
[3/29/2021, Russian Federation, 98033]
[3/30/2021, Russian Federation, 98442]
[3/31/2021, Russian Federation, 98850]
[4/1/2021, Russian Federation, 99233]
[4/2/2021, Russian Federation, 99633]
[4/3/2021, Russian Federation, 100017]
[4/4/2021, Russian Federation, 100374]
[4/5/2021, Russian Federation, 100717]
[4/6/2021, Russian Federation, 101106]
[4/7/2021, Russian Federation, 101480]
[4/8/2021, Russian Federation, 101845]
[4/9/2021, Russian Federation, 102247]
[4/10/2021, Russian Federation, 102649]
[4/11/2021, Russian Federation, 102986]
[4/12/2021, Russian Federation, 103263]
[4/13/2021, Russian Federation, 103601]
[4/14/2021, Russian Federation, 104000]
[4/15/2021, Russian Federation, 104398]
[4/16/2021, Russian Federation, 104795]
[4/17/2021, Russian Federation, 105193]
[4/18/2021, Russian Federation, 105582]
[4/19/2021, Russian Federation, 105928]
[4/20/2021, Russian Federation, 106307]
[4/21/2021, Russian Federation, 106706]
[4/22/2021, Russian Federation, 107103]
[4/23/2021, Russian Federation, 107501]
[4/24/2021, Russian Federation, 107900]
[4/25/2021, Russian Federation, 108232]
[4/26/2021, Russian Federation, 108588]
[4/27/2021, Russian Federation, 108980]
[4/28/2021, Russian Federation, 109367]
[4/29/2021, Russian Federation, 109731]
[4/30/2021, Russian Federation, 110128]
[5/1/2021, Russian Federation, 110520]
[5/2/2021, Russian Federation, 110862]
[5/3/2021, Russian Federation, 111198]
[5/4/2021, Russian Federation, 111535]
[5/5/2021, Russian Federation, 111895]
[5/6/2021, Russian Federation, 112246]
[5/7/2021, Russian Federation, 112622]
[5/8/2021, Russian Federation, 112992]
[5/9/2021, Russian Federation, 113326]
[5/10/2021, Russian Federation, 113647]
[5/11/2021, Russian Federation, 113976]
[5/12/2021, Russian Federation, 114331]
[5/13/2021, Russian Federation, 114723]
[5/14/2021, Russian Federation, 115116]
[5/15/2021, Russian Federation, 115480]
[5/16/2021, Russian Federation, 115871]
[5/17/2021, Russian Federation, 116211]
[5/18/2021, Russian Federation, 116575]
[5/19/2021, Russian Federation, 116965]
[5/20/2021, Russian Federation, 117361]
[5/21/2021, Russian Federation, 117739]
[5/22/2021, Russian Federation, 118125]
[5/23/2021, Russian Federation, 118482]
[5/24/2021, Russian Federation, 118801]
[5/25/2021, Russian Federation, 119194]
[5/26/2021, Russian Federation, 119600]
[5/27/2021, Russian Federation, 120002]
[5/28/2021, Russian Federation, 120406]
[5/29/2021, Russian Federation, 120807]
[5/30/2021, Russian Federation, 121162]
[5/31/2021, Russian Federation, 121501]
[6/1/2021, Russian Federation, 121873]
[6/2/2021, Russian Federation, 122267]
[6/3/2021, Russian Federation, 122660]
[6/4/2021, Russian Federation, 123037]
[6/5/2021, Russian Federation, 123436]
[6/6/2021, Russian Federation, 123787]
[6/7/2021, Russian Federation, 124117]
[6/8/2021, Russian Federation, 124496]
[6/9/2021, Russian Federation, 124895]
[6/10/2021, Russian Federation, 125278]
[6/11/2021, Russian Federation, 125674]
[6/12/2021, Russian Federation, 126073]
[6/13/2021, Russian Federation, 126430]
[6/14/2021, Russian Federation, 126801]
[6/15/2021, Russian Federation, 127180]
[6/16/2021, Russian Federation, 127576]
[6/17/2021, Russian Federation, 127992]
[6/18/2021, Russian Federation, 128445]
[6/19/2021, Russian Federation, 128911]
[6/20/2021, Russian Federation, 129361]
[6/21/2021, Russian Federation, 129801]
[6/22/2021, Russian Federation, 130347]
[6/23/2021, Russian Federation, 130895]
[6/24/2021, Russian Federation, 131463]
[6/25/2021, Russian Federation, 132064]
[6/26/2021, Russian Federation, 132683]
[6/27/2021, Russian Federation, 133282]
[6/28/2021, Russian Federation, 133893]
[6/29/2021, Russian Federation, 134545]
[6/30/2021, Russian Federation, 135214]
[7/1/2021, Russian Federation, 135886]
[7/2/2021, Russian Federation, 136565]
[7/3/2021, Russian Federation, 137262]
[7/4/2021, Russian Federation, 137925]
[7/5/2021, Russian Federation, 138579]
[7/6/2021, Russian Federation, 139316]
[7/7/2021, Russian Federation, 140041]
[7/8/2021, Russian Federation, 140775]
[7/9/2021, Russian Federation, 141501]
[7/10/2021, Russian Federation, 142253]
[7/11/2021, Russian Federation, 143002]
[7/12/2021, Russian Federation, 143712]
[7/13/2021, Russian Federation, 144492]
[7/14/2021, Russian Federation, 145278]
[7/15/2021, Russian Federation, 146069]
[7/16/2021, Russian Federation, 146868]
[7/17/2021, Russian Federation, 147655]
[7/18/2021, Russian Federation, 148419]
[7/19/2021, Russian Federation, 149138]
[7/20/2021, Russian Federation, 149922]
[7/21/2021, Russian Federation, 150705]
[7/22/2021, Russian Federation, 151501]
[7/23/2021, Russian Federation, 152296]
[7/24/2021, Russian Federation, 153095]
[7/25/2021, Russian Federation, 153874]
[7/26/2021, Russian Federation, 154601]
[7/27/2021, Russian Federation, 155380]
[7/28/2021, Russian Federation, 156178]
[7/29/2021, Russian Federation, 156977]
[7/30/2021, Russian Federation, 157771]
[7/31/2021, Russian Federation, 158563]
[8/1/2021, Russian Federation, 159352]
[8/2/2021, Russian Federation, 160137]
[8/3/2021, Russian Federation, 160925]
[8/4/2021, Russian Federation, 161715]
[8/5/2021, Russian Federation, 162509]
[8/6/2021, Russian Federation, 163301]
[8/7/2021, Russian Federation, 164094]
[8/8/2021, Russian Federation, 164881]
[8/9/2021, Russian Federation, 165650]
[8/10/2021, Russian Federation, 166442]
[8/11/2021, Russian Federation, 167241]
[8/12/2021, Russian Federation, 168049]
[8/13/2021, Russian Federation, 168864]
[8/14/2021, Russian Federation, 169683]
[8/15/2021, Russian Federation, 170499]
[8/16/2021, Russian Federation, 171305]
[8/17/2021, Russian Federation, 172110]
[8/18/2021, Russian Federation, 172909]
[8/19/2021, Russian Federation, 173700]
[8/20/2021, Russian Federation, 174485]
[8/21/2021, Russian Federation, 175282]
[8/22/2021, Russian Federation, 176044]
[8/23/2021, Russian Federation, 176820]
[8/24/2021, Russian Federation, 177614]
[8/25/2021, Russian Federation, 178423]
[8/26/2021, Russian Federation, 179243]
[8/27/2021, Russian Federation, 180041]
[8/28/2021, Russian Federation, 180840]
[8/29/2021, Russian Federation, 181637]
[8/30/2021, Russian Federation, 182429]
[8/31/2021, Russian Federation, 183224]
[9/1/2021, Russian Federation, 184014]
[9/2/2021, Russian Federation, 184812]
[9/3/2021, Russian Federation, 185611]
[9/4/2021, Russian Federation, 186407]
[9/5/2021, Russian Federation, 187200]
[9/6/2021, Russian Federation, 187990]
[9/7/2021, Russian Federation, 188785]
[9/8/2021, Russian Federation, 189582]
[9/9/2021, Russian Federation, 190376]
[9/10/2021, Russian Federation, 191165]
[9/11/2021, Russian Federation, 191961]
[9/12/2021, Russian Federation, 192749]
[9/13/2021, Russian Federation, 193468]
[9/14/2021, Russian Federation, 194249]
[9/15/2021, Russian Federation, 195041]
[9/16/2021, Russian Federation, 195835]
[9/17/2021, Russian Federation, 196626]
[9/18/2021, Russian Federation, 197425]
[9/19/2021, Russian Federation, 198218]
[9/20/2021, Russian Federation, 198996]
[9/21/2021, Russian Federation, 199808]
[9/22/2021, Russian Federation, 200625]
[9/23/2021, Russian Federation, 201445]
[9/24/2021, Russian Federation, 202273]
[9/25/2021, Russian Federation, 203095]
[9/26/2021, Russian Federation, 203900]
[9/27/2021, Russian Federation, 204679]
[9/28/2021, Russian Federation, 205531]
[9/29/2021, Russian Federation, 206388]
[9/30/2021, Russian Federation, 207255]
[10/1/2021, Russian Federation, 208142]
[10/2/2021, Russian Federation, 209028]
[10/3/2021, Russian Federation, 209918]
[10/4/2021, Russian Federation, 210801]
[10/5/2021, Russian Federation, 211696]
[10/6/2021, Russian Federation, 212625]
[10/7/2021, Russian Federation, 213549]
[10/8/2021, Russian Federation, 214485]
[10/9/2021, Russian Federation, 215453]
[10/10/2021, Russian Federation, 216415]
[10/11/2021, Russian Federation, 217372]
[10/12/2021, Russian Federation, 218345]
[10/13/2021, Russian Federation, 219329]
[10/14/2021, Russian Federation, 220314]
[10/15/2021, Russian Federation, 221313]
[10/16/2021, Russian Federation, 222315]
[10/17/2021, Russian Federation, 223312]
[10/18/2021, Russian Federation, 224310]
[10/19/2021, Russian Federation, 225325]
[10/20/2021, Russian Federation, 226353]
[10/21/2021, Russian Federation, 227389]
[10/22/2021, Russian Federation, 228453]
[10/23/2021, Russian Federation, 229528]
[10/24/2021, Russian Federation, 230600]
[10/25/2021, Russian Federation, 231669]
[10/26/2021, Russian Federation, 232775]
[10/27/2021, Russian Federation, 233898]
[10/28/2021, Russian Federation, 235057]
[10/29/2021, Russian Federation, 236220]
[10/30/2021, Russian Federation, 237380]
[10/31/2021, Russian Federation, 238538]
[11/1/2021, Russian Federation, 239693]
[11/2/2021, Russian Federation, 240871]
[11/3/2021, Russian Federation, 242060]
[11/4/2021, Russian Federation, 243255]
[11/5/2021, Russian Federation, 244447]
[11/6/2021, Russian Federation, 245635]
[11/7/2021, Russian Federation, 246814]
[11/8/2021, Russian Federation, 248004]
[11/9/2021, Russian Federation, 249215]
[11/10/2021, Russian Federation, 250454]
[11/11/2021, Russian Federation, 251691]
[11/12/2021, Russian Federation, 252926]
[11/13/2021, Russian Federation, 254167]
[11/14/2021, Russian Federation, 255386]
[11/15/2021, Russian Federation, 256597]
[11/16/2021, Russian Federation, 257837]
[11/17/2021, Russian Federation, 259084]
[11/18/2021, Russian Federation, 260335]
[11/19/2021, Russian Federation, 261589]
[11/20/2021, Russian Federation, 262843]
[11/21/2021, Russian Federation, 264095]
[11/22/2021, Russian Federation, 265336]
[11/23/2021, Russian Federation, 266579]
[11/24/2021, Russian Federation, 267819]
[11/25/2021, Russian Federation, 269057]
[11/26/2021, Russian Federation, 270292]
[11/27/2021, Russian Federation, 271531]
[11/28/2021, Russian Federation, 272755]
[11/29/2021, Russian Federation, 273964]
[11/30/2021, Russian Federation, 275193]
[12/1/2021, Russian Federation, 276419]
[12/2/2021, Russian Federation, 277640]
[12/3/2021, Russian Federation, 278857]
[12/4/2021, Russian Federation, 280072]
[12/5/2021, Russian Federation, 281278]
[12/6/2021, Russian Federation, 282462]
[12/7/2021, Russian Federation, 283644]
[12/8/2021, Russian Federation, 284823]
[12/9/2021, Russian Federation, 286004]
[12/10/2021, Russian Federation, 287180]
[12/11/2021, Russian Federation, 288351]
[12/12/2021, Russian Federation, 289483]
[12/13/2021, Russian Federation, 290604]
[12/14/2021, Russian Federation, 291749]
[12/15/2021, Russian Federation, 292891]
[12/16/2021, Russian Federation, 294024]
[12/17/2021, Russian Federation, 295104]
[12/18/2021, Russian Federation, 296180]
[12/19/2021, Russian Federation, 297203]
[12/20/2021, Russian Federation, 298222]
[12/21/2021, Russian Federation, 299249]
[12/22/2021, Russian Federation, 300269]
[12/23/2021, Russian Federation, 301271]
[12/24/2021, Russian Federation, 302269]
[12/25/2021, Russian Federation, 303250]
[12/26/2021, Russian Federation, 304218]
[12/27/2021, Russian Federation, 305155]
[12/28/2021, Russian Federation, 306090]
[12/29/2021, Russian Federation, 307022]
[12/30/2021, Russian Federation, 307948]
[12/31/2021, Russian Federation, 308860]
[1/1/2022, Russian Federation, 309707]
[1/2/2022, Russian Federation, 310518]
[1/3/2022, Russian Federation, 311353]
[1/4/2022, Russian Federation, 312187]
[1/5/2022, Russian Federation, 313015]
[1/6/2022, Russian Federation, 313817]
[1/7/2022, Russian Federation, 314604]
[1/8/2022, Russian Federation, 315400]
[1/9/2022, Russian Federation, 316163]
[1/10/2022, Russian Federation, 316904]
[1/11/2022, Russian Federation, 317687]
[1/12/2022, Russian Federation, 318432]
[1/13/2022, Russian Federation, 319172]
[1/14/2022, Russian Federation, 319911]
[1/15/2022, Russian Federation, 320634]
[1/16/2022, Russian Federation, 321320]
[1/17/2022, Russian Federation, 321990]
[1/18/2022, Russian Federation, 322678]
[1/19/2022, Russian Federation, 323376]
[1/20/2022, Russian Federation, 324060]
[1/21/2022, Russian Federation, 324752]
[1/22/2022, Russian Federation, 325433]
[1/23/2022, Russian Federation, 326112]
[1/24/2022, Russian Federation, 326767]
[1/25/2022, Russian Federation, 327448]
[1/26/2022, Russian Federation, 328105]
[1/27/2022, Russian Federation, 328770]
[1/28/2022, Russian Federation, 329443]
[1/29/2022, Russian Federation, 330111]
[1/30/2022, Russian Federation, 330728]
[1/31/2022, Russian Federation, 331349]
[2/1/2022, Russian Federation, 332012]
[2/2/2022, Russian Federation, 332690]
[2/3/2022, Russian Federation, 333357]
[2/4/2022, Russian Federation, 334039]
[2/5/2022, Russian Federation, 334753]
[2/6/2022, Russian Federation, 335414]
[2/7/2022, Russian Federation, 336023]
[2/8/2022, Russian Federation, 336721]
[1/3/2020, United States of America, 0]
[1/4/2020, United States of America, 0]
[1/5/2020, United States of America, 0]
[1/6/2020, United States of America, 0]
[1/7/2020, United States of America, 0]
[1/8/2020, United States of America, 0]
[1/9/2020, United States of America, 0]
[1/10/2020, United States of America, 0]
[1/11/2020, United States of America, 0]
[1/12/2020, United States of America, 0]
[1/13/2020, United States of America, 0]
[1/14/2020, United States of America, 0]
[1/15/2020, United States of America, 0]
[1/16/2020, United States of America, 0]
[1/17/2020, United States of America, 0]
[1/18/2020, United States of America, 0]
[1/19/2020, United States of America, 0]
[1/20/2020, United States of America, 0]
[1/21/2020, United States of America, 0]
[1/22/2020, United States of America, 0]
[1/23/2020, United States of America, 0]
[1/24/2020, United States of America, 0]
[1/25/2020, United States of America, 0]
[1/26/2020, United States of America, 0]
[1/27/2020, United States of America, 0]
[1/28/2020, United States of America, 0]
[1/29/2020, United States of America, 0]
[1/30/2020, United States of America, 0]
[1/31/2020, United States of America, 0]
[2/1/2020, United States of America, 0]
[2/2/2020, United States of America, 0]
[2/3/2020, United States of America, 0]
[2/4/2020, United States of America, 0]
[2/5/2020, United States of America, 0]
[2/6/2020, United States of America, 0]
[2/7/2020, United States of America, 0]
[2/8/2020, United States of America, 0]
[2/9/2020, United States of America, 0]
[2/10/2020, United States of America, 0]
[2/11/2020, United States of America, 0]
[2/12/2020, United States of America, 0]
[2/13/2020, United States of America, 0]
[2/14/2020, United States of America, 0]
[2/15/2020, United States of America, 0]
[2/16/2020, United States of America, 0]
[2/17/2020, United States of America, 0]
[2/18/2020, United States of America, 0]
[2/19/2020, United States of America, 0]
[2/20/2020, United States of America, 0]
[2/21/2020, United States of America, 0]
[2/22/2020, United States of America, 0]
[2/23/2020, United States of America, 0]
[2/24/2020, United States of America, 0]
[2/25/2020, United States of America, 0]
[2/26/2020, United States of America, 0]
[2/27/2020, United States of America, 0]
[2/28/2020, United States of America, 0]
[2/29/2020, United States of America, 1]
[3/1/2020, United States of America, 1]
[3/2/2020, United States of America, 2]
[3/3/2020, United States of America, 2]
[3/4/2020, United States of America, 8]
[3/5/2020, United States of America, 11]
[3/6/2020, United States of America, 13]
[3/7/2020, United States of America, 16]
[3/8/2020, United States of America, 19]
[3/9/2020, United States of America, 24]
[3/10/2020, United States of America, 28]
[3/11/2020, United States of America, 32]
[3/12/2020, United States of America, 39]
[3/13/2020, United States of America, 51]
[3/14/2020, United States of America, 58]
[3/15/2020, United States of America, 69]
[3/16/2020, United States of America, 82]
[3/17/2020, United States of America, 101]
[3/18/2020, United States of America, 122]
[3/19/2020, United States of America, 149]
[3/20/2020, United States of America, 213]
[3/21/2020, United States of America, 282]
[3/22/2020, United States of America, 375]
[3/23/2020, United States of America, 486]
[3/24/2020, United States of America, 608]
[3/25/2020, United States of America, 768]
[3/26/2020, United States of America, 980]
[3/27/2020, United States of America, 1282]
[3/28/2020, United States of America, 1619]
[3/29/2020, United States of America, 2105]
[3/30/2020, United States of America, 2667]
[3/31/2020, United States of America, 3331]
[4/1/2020, United States of America, 3957]
[4/2/2020, United States of America, 4944]
[4/3/2020, United States of America, 6066]
[4/4/2020, United States of America, 7375]
[4/5/2020, United States of America, 8748]
[4/6/2020, United States of America, 10294]
[4/7/2020, United States of America, 12163]
[4/8/2020, United States of America, 13861]
[4/9/2020, United States of America, 15956]
[4/10/2020, United States of America, 18199]
[4/11/2020, United States of America, 20408]
[4/12/2020, United States of America, 22643]
[4/13/2020, United States of America, 24848]
[4/14/2020, United States of America, 26715]
[4/15/2020, United States of America, 28608]
[4/16/2020, United States of America, 31076]
[4/17/2020, United States of America, 33778]
[4/18/2020, United States of America, 36229]
[4/19/2020, United States of America, 38551]
[4/20/2020, United States of America, 40428]
[4/21/2020, United States of America, 42437]
[4/22/2020, United States of America, 44497]
[4/23/2020, United States of America, 47146]
[4/24/2020, United States of America, 49395]
[4/25/2020, United States of America, 51402]
[4/26/2020, United States of America, 53482]
[4/27/2020, United States of America, 55348]
[4/28/2020, United States of America, 56905]
[4/29/2020, United States of America, 58422]
[4/30/2020, United States of America, 60531]
[5/1/2020, United States of America, 62954]
[5/2/2020, United States of America, 65184]
[5/3/2020, United States of America, 67121]
[5/4/2020, United States of America, 68722]
[5/5/2020, United States of America, 70151]
[5/6/2020, United States of America, 71397]
[5/7/2020, United States of America, 73828]
[5/8/2020, United States of America, 76165]
[5/9/2020, United States of America, 78263]
[5/10/2020, United States of America, 79871]
[5/11/2020, United States of America, 81365]
[5/12/2020, United States of America, 82459]
[5/13/2020, United States of America, 83528]
[5/14/2020, United States of America, 85059]
[5/15/2020, United States of America, 86566]
[5/16/2020, United States of America, 88507]
[5/17/2020, United States of America, 90054]
[5/18/2020, United States of America, 91281]
[5/19/2020, United States of America, 92210]
[5/20/2020, United States of America, 93176]
[5/21/2020, United States of America, 94354]
[5/22/2020, United States of America, 95721]
[5/23/2020, United States of America, 96815]
[5/24/2020, United States of America, 98605]
[5/25/2020, United States of America, 99522]
[5/26/2020, United States of America, 100334]
[5/27/2020, United States of America, 101010]
[5/28/2020, United States of America, 101835]
[5/29/2020, United States of America, 103120]
[5/30/2020, United States of America, 104327]
[5/31/2020, United States of America, 105357]
[6/1/2020, United States of America, 106251]
[6/2/2020, United States of America, 106938]
[6/3/2020, United States of America, 107629]
[6/4/2020, United States of America, 108560]
[6/5/2020, United States of America, 109590]
[6/6/2020, United States of America, 110461]
[6/7/2020, United States of America, 111323]
[6/8/2020, United States of America, 112003]
[6/9/2020, United States of America, 112590]
[6/10/2020, United States of America, 113383]
[6/11/2020, United States of America, 114201]
